,id,gene_short_name,num_cells_expressed,use_for_ordering
ENSMUSG00000051951,ENSMUSG00000051951,Xkr4,98,FALSE
ENSMUSG00000089699,ENSMUSG00000089699,Gm1992,0,FALSE
ENSMUSG00000102343,ENSMUSG00000102343,Gm37381,44,FALSE
ENSMUSG00000025900,ENSMUSG00000025900,Rp1,31,FALSE
ENSMUSG00000109048,ENSMUSG00000109048,Rp1,0,FALSE
ENSMUSG00000025902,ENSMUSG00000025902,Sox17,19260,TRUE
ENSMUSG00000104328,ENSMUSG00000104328,Gm37323,31,FALSE
ENSMUSG00000033845,ENSMUSG00000033845,Mrpl15,29101,FALSE
ENSMUSG00000025903,ENSMUSG00000025903,Lypla1,24421,FALSE
ENSMUSG00000104217,ENSMUSG00000104217,Gm37988,31,FALSE
ENSMUSG00000033813,ENSMUSG00000033813,Tcea1,25465,FALSE
ENSMUSG00000002459,ENSMUSG00000002459,Rgs20,745,FALSE
ENSMUSG00000085623,ENSMUSG00000085623,Gm16041,6,FALSE
ENSMUSG00000033793,ENSMUSG00000033793,Atp6v1h,21283,FALSE
ENSMUSG00000025905,ENSMUSG00000025905,Oprk1,46,FALSE
ENSMUSG00000033774,ENSMUSG00000033774,Npbwr1,13,FALSE
ENSMUSG00000025907,ENSMUSG00000025907,Rb1cc1,14180,FALSE
ENSMUSG00000090031,ENSMUSG00000090031,4732440D04Rik,1772,FALSE
ENSMUSG00000087247,ENSMUSG00000087247,Fam150a,104,FALSE
ENSMUSG00000033740,ENSMUSG00000033740,St18,117,FALSE
ENSMUSG00000051285,ENSMUSG00000051285,Pcmtd1,19191,FALSE
ENSMUSG00000097797,ENSMUSG00000097797,Gm26901,1521,FALSE
ENSMUSG00000103067,ENSMUSG00000103067,Gm30414,287,FALSE
ENSMUSG00000025909,ENSMUSG00000025909,Sntg1,185,FALSE
ENSMUSG00000061024,ENSMUSG00000061024,Rrs1,18056,FALSE
ENSMUSG00000025911,ENSMUSG00000025911,Adhfe1,1104,FALSE
ENSMUSG00000067879,ENSMUSG00000067879,3110035E14Rik,3,FALSE
ENSMUSG00000099827,ENSMUSG00000099827,Gm29520,0,FALSE
ENSMUSG00000025912,ENSMUSG00000025912,Mybl1,2932,FALSE
ENSMUSG00000045210,ENSMUSG00000045210,Vcpip1,10982,FALSE
ENSMUSG00000097893,ENSMUSG00000097893,1700034P13Rik,536,FALSE
ENSMUSG00000025915,ENSMUSG00000025915,Sgk3,5953,FALSE
ENSMUSG00000046101,ENSMUSG00000046101,Mcmdc2,1384,FALSE
ENSMUSG00000098234,ENSMUSG00000098234,Snhg6,34039,FALSE
ENSMUSG00000099032,ENSMUSG00000099032,Tcf24,2504,FALSE
ENSMUSG00000025916,ENSMUSG00000025916,Ppp1r42,26,FALSE
ENSMUSG00000087199,ENSMUSG00000087199,Gm15818,0,FALSE
ENSMUSG00000025917,ENSMUSG00000025917,Cops5,28389,FALSE
ENSMUSG00000056763,ENSMUSG00000056763,Cspp1,16333,FALSE
ENSMUSG00000067851,ENSMUSG00000067851,Arfgef1,19946,FALSE
ENSMUSG00000042501,ENSMUSG00000042501,Cpa6,427,FALSE
ENSMUSG00000048960,ENSMUSG00000048960,Prex2,2004,FALSE
ENSMUSG00000057715,ENSMUSG00000057715,A830018L16Rik,991,FALSE
ENSMUSG00000097171,ENSMUSG00000097171,Gm17644,8,FALSE
ENSMUSG00000101314,ENSMUSG00000101314,Gm29663,3,FALSE
ENSMUSG00000016918,ENSMUSG00000016918,Sulf1,4336,FALSE
ENSMUSG00000025938,ENSMUSG00000025938,Slco5a1,1794,FALSE
ENSMUSG00000099498,ENSMUSG00000099498,Gm29283,1,FALSE
ENSMUSG00000042414,ENSMUSG00000042414,Prdm14,2439,FALSE
ENSMUSG00000005886,ENSMUSG00000005886,Ncoa2,13448,FALSE
ENSMUSG00000101476,ENSMUSG00000101476,Gm29570,9,FALSE
ENSMUSG00000025935,ENSMUSG00000025935,Tram1,30034,FALSE
ENSMUSG00000025937,ENSMUSG00000025937,Lactb2,16133,TRUE
ENSMUSG00000067813,ENSMUSG00000067813,Xkr9,309,FALSE
ENSMUSG00000025932,ENSMUSG00000025932,Eya1,828,FALSE
ENSMUSG00000054493,ENSMUSG00000054493,Gm9947,149,FALSE
ENSMUSG00000025930,ENSMUSG00000025930,Msc,1454,FALSE
ENSMUSG00000032769,ENSMUSG00000032769,Trpa1,113,FALSE
ENSMUSG00000092083,ENSMUSG00000092083,Kcnb2,840,FALSE
ENSMUSG00000025925,ENSMUSG00000025925,Terf1,15861,FALSE
ENSMUSG00000032719,ENSMUSG00000032719,Sbspon,1899,FALSE
ENSMUSG00000067795,ENSMUSG00000067795,4930444P10Rik,1119,FALSE
ENSMUSG00000043716,ENSMUSG00000043716,Rpl7,36171,FALSE
ENSMUSG00000025921,ENSMUSG00000025921,Rdh10,10664,FALSE
ENSMUSG00000100868,ENSMUSG00000100868,Gm28095,2,FALSE
ENSMUSG00000025920,ENSMUSG00000025920,Stau2,8098,FALSE
ENSMUSG00000089982,ENSMUSG00000089982,Gm7568,4,FALSE
ENSMUSG00000025939,ENSMUSG00000025939,Ube2w,16517,FALSE
ENSMUSG00000079658,ENSMUSG00000079658,Tceb1,34445,FALSE
ENSMUSG00000097744,ENSMUSG00000097744,D030040B21Rik,162,FALSE
ENSMUSG00000025940,ENSMUSG00000025940,Tmem70,20230,FALSE
ENSMUSG00000025779,ENSMUSG00000025779,Ly96,4487,FALSE
ENSMUSG00000101640,ENSMUSG00000101640,Gm28376,1,FALSE
ENSMUSG00000042686,ENSMUSG00000042686,Jph1,1526,FALSE
ENSMUSG00000100110,ENSMUSG00000100110,Gm28783,10,FALSE
ENSMUSG00000025777,ENSMUSG00000025777,Gdap1,215,FALSE
ENSMUSG00000099899,ENSMUSG00000099899,Gm28784,1,FALSE
ENSMUSG00000067780,ENSMUSG00000067780,Pi15,442,FALSE
ENSMUSG00000100053,ENSMUSG00000100053,Gm28154,30,FALSE
ENSMUSG00000085125,ENSMUSG00000085125,Gm16070,27,FALSE
ENSMUSG00000025776,ENSMUSG00000025776,Crispld1,718,FALSE
ENSMUSG00000099895,ENSMUSG00000099895,Gm28153,2,FALSE
ENSMUSG00000025774,ENSMUSG00000025774,Crisp4,0,FALSE
ENSMUSG00000073735,ENSMUSG00000073735,Defb18,0,FALSE
ENSMUSG00000067773,ENSMUSG00000067773,Defb41,19,FALSE
ENSMUSG00000101738,ENSMUSG00000101738,Gm29006,0,FALSE
ENSMUSG00000089787,ENSMUSG00000089787,Gm15825,13,FALSE
ENSMUSG00000042596,ENSMUSG00000042596,Tfap2d,2,FALSE
ENSMUSG00000025927,ENSMUSG00000025927,Tfap2b,1159,FALSE
ENSMUSG00000100538,ENSMUSG00000100538,Gm28340,0,FALSE
ENSMUSG00000043760,ENSMUSG00000043760,Pkhd1,140,FALSE
ENSMUSG00000089914,ENSMUSG00000089914,4930486I03Rik,0,FALSE
ENSMUSG00000099906,ENSMUSG00000099906,Gm28653,4,FALSE
ENSMUSG00000025929,ENSMUSG00000025929,Il17a,2,FALSE
ENSMUSG00000041872,ENSMUSG00000041872,Il17f,136,FALSE
ENSMUSG00000041859,ENSMUSG00000041859,Mcm3,13829,FALSE
ENSMUSG00000102121,ENSMUSG00000102121,Gm28065,0,FALSE
ENSMUSG00000097934,ENSMUSG00000097934,6720483E21Rik,191,FALSE
ENSMUSG00000025931,ENSMUSG00000025931,Paqr8,5849,FALSE
ENSMUSG00000041809,ENSMUSG00000041809,Efhc1,1359,FALSE
ENSMUSG00000041779,ENSMUSG00000041779,Tram2,9355,FALSE
ENSMUSG00000099971,ENSMUSG00000099971,Gm28287,2,FALSE
ENSMUSG00000025933,ENSMUSG00000025933,Tmem14a,8783,FALSE
ENSMUSG00000025934,ENSMUSG00000025934,Gsta3,2554,FALSE
ENSMUSG00000099343,ENSMUSG00000099343,Gm28836,1166,FALSE
ENSMUSG00000067750,ENSMUSG00000067750,Khdc1a,2666,FALSE
ENSMUSG00000041722,ENSMUSG00000041722,Khdc1c,900,TRUE
ENSMUSG00000085079,ENSMUSG00000085079,Khdc1b,232,FALSE
ENSMUSG00000028033,ENSMUSG00000028033,Kcnq5,2736,FALSE
ENSMUSG00000097109,ENSMUSG00000097109,Gm26580,59,FALSE
ENSMUSG00000041670,ENSMUSG00000041670,Rims1,948,FALSE
ENSMUSG00000073730,ENSMUSG00000073730,4933415F23Rik,49,FALSE
ENSMUSG00000097970,ENSMUSG00000097970,Gm27028,0,FALSE
ENSMUSG00000100775,ENSMUSG00000100775,Gm29107,492,FALSE
ENSMUSG00000026158,ENSMUSG00000026158,Ogfrl1,9309,FALSE
ENSMUSG00000099503,ENSMUSG00000099503,Gm28822,1,FALSE
ENSMUSG00000026156,ENSMUSG00000026156,B3gat2,462,FALSE
ENSMUSG00000026155,ENSMUSG00000026155,Smap1,26351,FALSE
ENSMUSG00000026154,ENSMUSG00000026154,Sdhaf4,25464,FALSE
ENSMUSG00000026153,ENSMUSG00000026153,Fam135a,9665,FALSE
ENSMUSG00000026147,ENSMUSG00000026147,Col9a1,259,FALSE
ENSMUSG00000026141,ENSMUSG00000026141,Col19a1,103,FALSE
ENSMUSG00000073725,ENSMUSG00000073725,Lmbrd1,13202,FALSE
ENSMUSG00000100483,ENSMUSG00000100483,Gm28237,0,FALSE
ENSMUSG00000099392,ENSMUSG00000099392,Gm29414,0,FALSE
ENSMUSG00000033569,ENSMUSG00000033569,Adgrb3,127,FALSE
ENSMUSG00000073722,ENSMUSG00000073722,4931408C20Rik,1,FALSE
ENSMUSG00000101514,ENSMUSG00000101514,Gm5524,1,FALSE
ENSMUSG00000048411,ENSMUSG00000048411,Gm597,0,FALSE
ENSMUSG00000053185,ENSMUSG00000053185,Gm9898,5,FALSE
ENSMUSG00000048874,ENSMUSG00000048874,Phf3,23534,FALSE
ENSMUSG00000026064,ENSMUSG00000026064,Ptp4a1,32720,FALSE
ENSMUSG00000100371,ENSMUSG00000100371,Gm29669,1,FALSE
ENSMUSG00000100237,ENSMUSG00000100237,Gm28644,19,FALSE
ENSMUSG00000086727,ENSMUSG00000086727,4931428L18Rik,113,FALSE
ENSMUSG00000100910,ENSMUSG00000100910,Gm29128,75,FALSE
ENSMUSG00000050217,ENSMUSG00000050217,Lgsn,0,FALSE
ENSMUSG00000026063,ENSMUSG00000026063,Pih1d3,1,FALSE
ENSMUSG00000026058,ENSMUSG00000026058,Khdrbs2,1486,FALSE
ENSMUSG00000091318,ENSMUSG00000091318,Gm5415,11,FALSE
ENSMUSG00000102917,ENSMUSG00000102917,Gm37724,16,FALSE
ENSMUSG00000104230,ENSMUSG00000104230,Gm37591,0,FALSE
ENSMUSG00000026134,ENSMUSG00000026134,Prim2,9993,FALSE
ENSMUSG00000004768,ENSMUSG00000004768,Rab23,7158,FALSE
ENSMUSG00000042215,ENSMUSG00000042215,Bag2,9881,TRUE
ENSMUSG00000042197,ENSMUSG00000042197,Zfp451,11045,FALSE
ENSMUSG00000042182,ENSMUSG00000042182,Bend6,278,FALSE
ENSMUSG00000026131,ENSMUSG00000026131,Dst,16757,FALSE
ENSMUSG00000104397,ENSMUSG00000104397,Gm37958,1,FALSE
ENSMUSG00000102336,ENSMUSG00000102336,Gm37233,933,FALSE
ENSMUSG00000042111,ENSMUSG00000042111,Ccdc115,21336,FALSE
ENSMUSG00000101711,ENSMUSG00000101711,Gm28306,23,FALSE
ENSMUSG00000026127,ENSMUSG00000026127,Imp4,23700,FALSE
ENSMUSG00000026126,ENSMUSG00000026126,Ptpn18,11521,FALSE
ENSMUSG00000101223,ENSMUSG00000101223,4930568A12Rik,70,FALSE
ENSMUSG00000026125,ENSMUSG00000026125,Prss39,48,FALSE
ENSMUSG00000026124,ENSMUSG00000026124,Cfc1,3425,FALSE
ENSMUSG00000037529,ENSMUSG00000037529,Prss40,136,FALSE
ENSMUSG00000045815,ENSMUSG00000045815,1700101I19Rik,2,FALSE
ENSMUSG00000045174,ENSMUSG00000045174,Amer3,30,FALSE
ENSMUSG00000037509,ENSMUSG00000037509,Arhgef4,2020,FALSE
ENSMUSG00000104002,ENSMUSG00000104002,Gm38336,325,FALSE
ENSMUSG00000037503,ENSMUSG00000037503,Fam168b,22217,FALSE
ENSMUSG00000026123,ENSMUSG00000026123,Plekhb2,21344,FALSE
ENSMUSG00000104417,ENSMUSG00000104417,Gm37068,1,FALSE
ENSMUSG00000101714,ENSMUSG00000101714,Gm28415,0,FALSE
ENSMUSG00000102531,ENSMUSG00000102531,1110002O04Rik,181,FALSE
ENSMUSG00000102279,ENSMUSG00000102279,Gm37146,54,FALSE
ENSMUSG00000103708,ENSMUSG00000103708,Gm33222,1101,FALSE
ENSMUSG00000104201,ENSMUSG00000104201,4930535G08Rik,2606,FALSE
ENSMUSG00000045216,ENSMUSG00000045216,Hs6st1,17013,FALSE
ENSMUSG00000104523,ENSMUSG00000104523,Gm37335,62,FALSE
ENSMUSG00000102202,ENSMUSG00000102202,Gm33280,61,FALSE
ENSMUSG00000037470,ENSMUSG00000037470,Uggt1,20390,FALSE
ENSMUSG00000047180,ENSMUSG00000047180,Neurl3,1285,FALSE
ENSMUSG00000037447,ENSMUSG00000037447,Arid5a,4010,FALSE
ENSMUSG00000102762,ENSMUSG00000102762,4930403P22Rik,588,FALSE
ENSMUSG00000010453,ENSMUSG00000010453,Kansl3,17862,FALSE
ENSMUSG00000037432,ENSMUSG00000037432,Fer1l5,14,FALSE
ENSMUSG00000001143,ENSMUSG00000001143,Lman2l,10215,FALSE
ENSMUSG00000037408,ENSMUSG00000037408,Cnnm4,4247,FALSE
ENSMUSG00000001138,ENSMUSG00000001138,Cnnm3,6361,FALSE
ENSMUSG00000102845,ENSMUSG00000102845,Gm38033,27,FALSE
ENSMUSG00000067653,ENSMUSG00000067653,Ankrd23,380,FALSE
ENSMUSG00000109510,ENSMUSG00000109510,Gm43543,18,FALSE
ENSMUSG00000079610,ENSMUSG00000079610,Ankrd39,19959,FALSE
ENSMUSG00000026121,ENSMUSG00000026121,Sema4c,11437,FALSE
ENSMUSG00000046337,ENSMUSG00000046337,Fam178b,6841,FALSE
ENSMUSG00000061518,ENSMUSG00000061518,Cox5b,36033,FALSE
ENSMUSG00000037351,ENSMUSG00000037351,Actr1b,25872,FALSE
ENSMUSG00000102416,ENSMUSG00000102416,4933424G06Rik,104,FALSE
ENSMUSG00000104237,ENSMUSG00000104237,Gm33533,3,FALSE
ENSMUSG00000026117,ENSMUSG00000026117,Zap70,1864,FALSE
ENSMUSG00000026116,ENSMUSG00000026116,Tmem131,13227,FALSE
ENSMUSG00000050122,ENSMUSG00000050122,Vwa3b,2872,TRUE
ENSMUSG00000103603,ENSMUSG00000103603,Gm37020,4,FALSE
ENSMUSG00000026114,ENSMUSG00000026114,Cnga3,679,FALSE
ENSMUSG00000026113,ENSMUSG00000026113,Inpp4a,3117,FALSE
ENSMUSG00000086064,ENSMUSG00000086064,4930439A04Rik,1,FALSE
ENSMUSG00000026112,ENSMUSG00000026112,Coa5,23953,FALSE
ENSMUSG00000026111,ENSMUSG00000026111,Unc50,27011,FALSE
ENSMUSG00000026110,ENSMUSG00000026110,Mgat4a,7131,FALSE
ENSMUSG00000026090,ENSMUSG00000026090,2010300C02Rik,2598,FALSE
ENSMUSG00000089767,ENSMUSG00000089767,4930556I23Rik,12,FALSE
ENSMUSG00000060771,ENSMUSG00000060771,Tsga10,1508,FALSE
ENSMUSG00000097268,ENSMUSG00000097268,Gm26805,27,FALSE
ENSMUSG00000037216,ENSMUSG00000037216,Lipt1,2851,FALSE
ENSMUSG00000026088,ENSMUSG00000026088,Mitd1,14986,FALSE
ENSMUSG00000026087,ENSMUSG00000026087,Mrpl30,35500,FALSE
ENSMUSG00000061584,ENSMUSG00000061584,Lyg2,0,FALSE
ENSMUSG00000087374,ENSMUSG00000087374,Gm15457,9,FALSE
ENSMUSG00000026085,ENSMUSG00000026085,Lyg1,29,FALSE
ENSMUSG00000058407,ENSMUSG00000058407,Txndc9,30812,FALSE
ENSMUSG00000026083,ENSMUSG00000026083,Eif5b,34205,FALSE
ENSMUSG00000026082,ENSMUSG00000026082,Rev1,14302,FALSE
ENSMUSG00000102716,ENSMUSG00000102716,Gm5099,3,FALSE
ENSMUSG00000037138,ENSMUSG00000037138,Aff3,1070,FALSE
ENSMUSG00000085391,ENSMUSG00000085391,Gm16150,49,FALSE
ENSMUSG00000085280,ENSMUSG00000085280,Gm16151,1,FALSE
ENSMUSG00000087131,ENSMUSG00000087131,Gm16152,294,FALSE
ENSMUSG00000048814,ENSMUSG00000048814,Lonrf2,322,FALSE
ENSMUSG00000026080,ENSMUSG00000026080,Chst10,1021,FALSE
ENSMUSG00000103647,ENSMUSG00000103647,Gm37707,1,FALSE
ENSMUSG00000067604,ENSMUSG00000067604,Nms,8,FALSE
ENSMUSG00000026078,ENSMUSG00000026078,Pdcl3,26470,FALSE
ENSMUSG00000104188,ENSMUSG00000104188,Gm37821,0,FALSE
ENSMUSG00000026077,ENSMUSG00000026077,Npas2,1508,FALSE
ENSMUSG00000073702,ENSMUSG00000073702,Rpl31,36187,FALSE
ENSMUSG00000003134,ENSMUSG00000003134,Tbc1d8,3974,FALSE
ENSMUSG00000003135,ENSMUSG00000003135,Cnot11,13521,FALSE
ENSMUSG00000048234,ENSMUSG00000048234,Rnf149,24484,FALSE
ENSMUSG00000050967,ENSMUSG00000050967,Creg2,772,FALSE
ENSMUSG00000097083,ENSMUSG00000097083,D930019O06Rik,145,FALSE
ENSMUSG00000057173,ENSMUSG00000057173,Rfx8,308,FALSE
ENSMUSG00000091937,ENSMUSG00000091937,Gm3646,4,FALSE
ENSMUSG00000101634,ENSMUSG00000101634,1700066B17Rik,73,FALSE
ENSMUSG00000026074,ENSMUSG00000026074,Map4k4,23297,FALSE
ENSMUSG00000026073,ENSMUSG00000026073,Il1r2,5294,FALSE
ENSMUSG00000097899,ENSMUSG00000097899,Gm16894,143,FALSE
ENSMUSG00000026072,ENSMUSG00000026072,Il1r1,8157,FALSE
ENSMUSG00000070942,ENSMUSG00000070942,Il1rl2,926,FALSE
ENSMUSG00000026069,ENSMUSG00000026069,Il1rl1,824,FALSE
ENSMUSG00000026070,ENSMUSG00000026070,Il18r1,35,FALSE
ENSMUSG00000026068,ENSMUSG00000026068,Il18rap,224,FALSE
ENSMUSG00000104441,ENSMUSG00000104441,Gm35801,0,FALSE
ENSMUSG00000026065,ENSMUSG00000026065,Slc9a4,2,FALSE
ENSMUSG00000026062,ENSMUSG00000026062,Slc9a2,481,FALSE
ENSMUSG00000103679,ENSMUSG00000103679,Gm37623,2,FALSE
ENSMUSG00000103270,ENSMUSG00000103270,Gm37915,21,FALSE
ENSMUSG00000041945,ENSMUSG00000041945,Mfsd9,2079,FALSE
ENSMUSG00000079588,ENSMUSG00000079588,Tmem182,10,FALSE
ENSMUSG00000104072,ENSMUSG00000104072,4930448I06Rik,2,FALSE
ENSMUSG00000100185,ENSMUSG00000100185,Gm28634,0,FALSE
ENSMUSG00000100832,ENSMUSG00000100832,Gm29260,0,FALSE
ENSMUSG00000053640,ENSMUSG00000053640,Gm9915,1,FALSE
ENSMUSG00000101919,ENSMUSG00000101919,Gm29664,0,FALSE
ENSMUSG00000101299,ENSMUSG00000101299,Gm28175,0,FALSE
ENSMUSG00000100180,ENSMUSG00000100180,Gm28140,1,FALSE
ENSMUSG00000060424,ENSMUSG00000060424,Pantr1,443,FALSE
ENSMUSG00000045515,ENSMUSG00000045515,Pou3f3,868,FALSE
ENSMUSG00000099784,ENSMUSG00000099784,Dalir,0,FALSE
ENSMUSG00000060679,ENSMUSG00000060679,Mrps9,16919,FALSE
ENSMUSG00000041907,ENSMUSG00000041907,Gpr45,541,FALSE
ENSMUSG00000070939,ENSMUSG00000070939,Tgfbrap1,11043,FALSE
ENSMUSG00000100269,ENSMUSG00000100269,Gm28782,0,FALSE
ENSMUSG00000041878,ENSMUSG00000041878,8430432A02Rik,165,FALSE
ENSMUSG00000010290,ENSMUSG00000010290,AI597479,6455,FALSE
ENSMUSG00000008136,ENSMUSG00000008136,Fhl2,18317,FALSE
ENSMUSG00000099576,ENSMUSG00000099576,Gm29040,126,FALSE
ENSMUSG00000066877,ENSMUSG00000066877,Nck2,4072,FALSE
ENSMUSG00000026051,ENSMUSG00000026051,1500015O10Rik,799,FALSE
ENSMUSG00000100764,ENSMUSG00000100764,Gm29155,54,FALSE
ENSMUSG00000100635,ENSMUSG00000100635,Gm29157,8,FALSE
ENSMUSG00000100480,ENSMUSG00000100480,Gm29156,29,FALSE
ENSMUSG00000057363,ENSMUSG00000057363,Uxs1,12466,FALSE
ENSMUSG00000041763,ENSMUSG00000041763,Tpp2,15290,FALSE
ENSMUSG00000047343,ENSMUSG00000047343,Mettl21c,64,FALSE
ENSMUSG00000091844,ENSMUSG00000091844,Gm8251,82,FALSE
ENSMUSG00000026049,ENSMUSG00000026049,Tex30,15480,FALSE
ENSMUSG00000026047,ENSMUSG00000026047,Kdelc1,8928,FALSE
ENSMUSG00000041684,ENSMUSG00000041684,Bivm,5893,FALSE
ENSMUSG00000026048,ENSMUSG00000026048,Ercc5,11029,FALSE
ENSMUSG00000046828,ENSMUSG00000046828,Mettl21e,8,FALSE
ENSMUSG00000056870,ENSMUSG00000056870,Gulp1,2488,FALSE
ENSMUSG00000101701,ENSMUSG00000101701,4930521E06Rik,3,FALSE
ENSMUSG00000026043,ENSMUSG00000026043,Col3a1,8081,TRUE
ENSMUSG00000026042,ENSMUSG00000026042,Col5a2,8247,FALSE
ENSMUSG00000025995,ENSMUSG00000025995,Wdr75,11550,FALSE
ENSMUSG00000098549,ENSMUSG00000098549,Gm5269,2,FALSE
ENSMUSG00000025993,ENSMUSG00000025993,Slc40a1,2260,TRUE
ENSMUSG00000041144,ENSMUSG00000041144,Dnah7b,160,FALSE
ENSMUSG00000101337,ENSMUSG00000101337,Dnah7c,38,FALSE
ENSMUSG00000025986,ENSMUSG00000025986,Slc39a10,10696,FALSE
ENSMUSG00000100213,ENSMUSG00000100213,Gm28151,216,FALSE
ENSMUSG00000101447,ENSMUSG00000101447,Gm28826,43,FALSE
ENSMUSG00000051616,ENSMUSG00000051616,C230029F24Rik,1,FALSE
ENSMUSG00000099608,ENSMUSG00000099608,4933411E06Rik,218,FALSE
ENSMUSG00000100451,ENSMUSG00000100451,Gm29665,0,FALSE
ENSMUSG00000100816,ENSMUSG00000100816,Gm28321,90,FALSE
ENSMUSG00000026109,ENSMUSG00000026109,Tmeff2,941,FALSE
ENSMUSG00000100671,ENSMUSG00000100671,Gm28322,12,FALSE
ENSMUSG00000101242,ENSMUSG00000101242,Gm28319,1,FALSE
ENSMUSG00000099625,ENSMUSG00000099625,Gm29325,12,FALSE
ENSMUSG00000101799,ENSMUSG00000101799,9330175M20Rik,263,FALSE
ENSMUSG00000045954,ENSMUSG00000045954,Sdpr,933,TRUE
ENSMUSG00000101702,ENSMUSG00000101702,1700072G22Rik,65,FALSE
ENSMUSG00000026107,ENSMUSG00000026107,Nabp1,16203,TRUE
ENSMUSG00000099413,ENSMUSG00000099413,Gm17767,187,FALSE
ENSMUSG00000101741,ENSMUSG00000101741,Gm28055,23,FALSE
ENSMUSG00000018417,ENSMUSG00000018417,Myo1b,12945,FALSE
ENSMUSG00000062939,ENSMUSG00000062939,Stat4,426,FALSE
ENSMUSG00000026104,ENSMUSG00000026104,Stat1,10720,FALSE
ENSMUSG00000026103,ENSMUSG00000026103,Gls,17629,FALSE
ENSMUSG00000002881,ENSMUSG00000002881,Nab1,7700,FALSE
ENSMUSG00000100120,ENSMUSG00000100120,Gm553,0,FALSE
ENSMUSG00000099878,ENSMUSG00000099878,Gm28178,4,FALSE
ENSMUSG00000043015,ENSMUSG00000043015,Tmem194b,1834,FALSE
ENSMUSG00000041439,ENSMUSG00000041439,Mfsd6,834,FALSE
ENSMUSG00000026102,ENSMUSG00000026102,Inpp1,2765,FALSE
ENSMUSG00000041426,ENSMUSG00000041426,Hibch,5150,FALSE
ENSMUSG00000043629,ENSMUSG00000043629,1700019D03Rik,4541,TRUE
ENSMUSG00000026100,ENSMUSG00000026100,Mstn,10,FALSE
ENSMUSG00000060715,ENSMUSG00000060715,1700019A02Rik,1263,FALSE
ENSMUSG00000026098,ENSMUSG00000026098,Pms1,3078,FALSE
ENSMUSG00000100763,ENSMUSG00000100763,Gm28777,186,FALSE
ENSMUSG00000026097,ENSMUSG00000026097,Ormdl1,14877,FALSE
ENSMUSG00000100679,ENSMUSG00000100679,Gm28778,0,FALSE
ENSMUSG00000026096,ENSMUSG00000026096,Osgepl1,6820,FALSE
ENSMUSG00000099913,ENSMUSG00000099913,Gm28551,168,FALSE
ENSMUSG00000026095,ENSMUSG00000026095,Asnsd1,26072,FALSE
ENSMUSG00000096141,ENSMUSG00000096141,Dnah7a,486,FALSE
ENSMUSG00000026094,ENSMUSG00000026094,Stk17b,5686,FALSE
ENSMUSG00000042807,ENSMUSG00000042807,Hecw2,1602,FALSE
ENSMUSG00000025983,ENSMUSG00000025983,Ccdc150,385,FALSE
ENSMUSG00000041303,ENSMUSG00000041303,Gtf3c3,10658,FALSE
ENSMUSG00000073678,ENSMUSG00000073678,Pgap1,5328,FALSE
ENSMUSG00000052331,ENSMUSG00000052331,Ankrd44,5698,FALSE
ENSMUSG00000101674,ENSMUSG00000101674,4930444A19Rik,13,FALSE
ENSMUSG00000025982,ENSMUSG00000025982,Sf3b1,30671,FALSE
ENSMUSG00000025981,ENSMUSG00000025981,Coq10b,15395,FALSE
ENSMUSG00000025980,ENSMUSG00000025980,Hspd1,33323,FALSE
ENSMUSG00000073676,ENSMUSG00000073676,Hspe1,36058,FALSE
ENSMUSG00000025979,ENSMUSG00000025979,Mob4,25961,FALSE
ENSMUSG00000025978,ENSMUSG00000025978,Rftn2,3435,FALSE
ENSMUSG00000097649,ENSMUSG00000097649,Gm10561,1571,FALSE
ENSMUSG00000046994,ENSMUSG00000046994,Mars2,4248,FALSE
ENSMUSG00000025977,ENSMUSG00000025977,Boll,348,FALSE
ENSMUSG00000038349,ENSMUSG00000038349,Plcl1,614,FALSE
ENSMUSG00000099950,ENSMUSG00000099950,9130227L01Rik,54,FALSE
ENSMUSG00000100372,ENSMUSG00000100372,1700003I22Rik,3,FALSE
ENSMUSG00000101332,ENSMUSG00000101332,Gm28240,2,FALSE
ENSMUSG00000045336,ENSMUSG00000045336,Hsfy2,0,FALSE
ENSMUSG00000038331,ENSMUSG00000038331,Satb2,5715,FALSE
ENSMUSG00000099945,ENSMUSG00000099945,1700126A01Rik,0,FALSE
ENSMUSG00000101429,ENSMUSG00000101429,BC055402,1,FALSE
ENSMUSG00000097519,ENSMUSG00000097519,4930558J18Rik,1313,FALSE
ENSMUSG00000038323,ENSMUSG00000038323,1700066M21Rik,2862,FALSE
ENSMUSG00000048495,ENSMUSG00000048495,Tyw5,8938,FALSE
ENSMUSG00000025971,ENSMUSG00000025971,9430016H08Rik,19275,FALSE
ENSMUSG00000038305,ENSMUSG00000038305,Spats2l,7359,FALSE
ENSMUSG00000091283,ENSMUSG00000091283,Gm17234,12,FALSE
ENSMUSG00000054770,ENSMUSG00000054770,Kctd18,7531,FALSE
ENSMUSG00000026039,ENSMUSG00000026039,Sgol2a,5763,FALSE
ENSMUSG00000063558,ENSMUSG00000063558,Aox1,898,FALSE
ENSMUSG00000064294,ENSMUSG00000064294,Aox3,291,FALSE
ENSMUSG00000038242,ENSMUSG00000038242,Aox4,121,FALSE
ENSMUSG00000089822,ENSMUSG00000089822,Gm15759,6,FALSE
ENSMUSG00000079554,ENSMUSG00000079554,Aox2,214,FALSE
ENSMUSG00000051223,ENSMUSG00000051223,Bzw1,31513,FALSE
