,id,gene_short_name,num_cells_expressed,use_for_ordering
ENSMUSG00000063354,ENSMUSG00000063354,Slc39a4,13523,FALSE
ENSMUSG00000059323,ENSMUSG00000059323,Tonsl,29901,FALSE
ENSMUSG00000053929,ENSMUSG00000053929,Cyhr1,21754,FALSE
ENSMUSG00000004187,ENSMUSG00000004187,Kifc2,1440,FALSE
ENSMUSG00000033837,ENSMUSG00000033837,Foxh1,156,FALSE
ENSMUSG00000033819,ENSMUSG00000033819,Ppp1r16a,10523,FALSE
ENSMUSG00000022546,ENSMUSG00000022546,Gpt,3267,FALSE
ENSMUSG00000019080,ENSMUSG00000019080,Mfsd3,4387,FALSE
ENSMUSG00000033762,ENSMUSG00000033762,Recql4,2127,FALSE
ENSMUSG00000033728,ENSMUSG00000033728,Lrrc14,10498,FALSE
ENSMUSG00000033707,ENSMUSG00000033707,Lrrc24,3705,FALSE
ENSMUSG00000033697,ENSMUSG00000033697,Arhgap39,3083,FALSE
ENSMUSG00000022526,ENSMUSG00000022526,Zfp251,3880,FALSE
ENSMUSG00000033669,ENSMUSG00000033669,Zfp7,6336,FALSE
ENSMUSG00000055041,ENSMUSG00000055041,Commd5,16620,FALSE
ENSMUSG00000003970,ENSMUSG00000003970,Rpl8,36187,TRUE
ENSMUSG00000054967,ENSMUSG00000054967,Zfp647,49,FALSE
ENSMUSG00000063236,ENSMUSG00000063236,1110038F14Rik,23422,FALSE
ENSMUSG00000018893,ENSMUSG00000018893,Mb,596,FALSE
ENSMUSG00000033576,ENSMUSG00000033576,Apol6,227,FALSE
ENSMUSG00000033565,ENSMUSG00000033565,Rbfox2,20004,FALSE
ENSMUSG00000097267,ENSMUSG00000097267,1700109K24Rik,17,FALSE
ENSMUSG00000010601,ENSMUSG00000010601,Apol7a,2703,FALSE
ENSMUSG00000057346,ENSMUSG00000057346,Apol9a,499,FALSE
ENSMUSG00000068252,ENSMUSG00000068252,Apol7b,16,FALSE
ENSMUSG00000050982,ENSMUSG00000050982,Apol10a,1,FALSE
ENSMUSG00000091650,ENSMUSG00000091650,Apol11a,0,FALSE
ENSMUSG00000044309,ENSMUSG00000044309,Apol7c,219,FALSE
ENSMUSG00000101113,ENSMUSG00000101113,1700025B11Rik,3,FALSE
ENSMUSG00000050014,ENSMUSG00000050014,Apol10b,45,FALSE
ENSMUSG00000091694,ENSMUSG00000091694,Apol11b,7,FALSE
ENSMUSG00000071716,ENSMUSG00000071716,Apol7e,13,FALSE
ENSMUSG00000068246,ENSMUSG00000068246,Apol9b,268,FALSE
ENSMUSG00000056656,ENSMUSG00000056656,Apol8,936,FALSE
ENSMUSG00000022443,ENSMUSG00000022443,Myh9,26543,FALSE
ENSMUSG00000005354,ENSMUSG00000005354,Txn2,33696,FALSE
ENSMUSG00000016552,ENSMUSG00000016552,Foxred2,1641,FALSE
ENSMUSG00000016554,ENSMUSG00000016554,Eif3d,28898,FALSE
ENSMUSG00000097057,ENSMUSG00000097057,Gm17638,186,FALSE
ENSMUSG00000019146,ENSMUSG00000019146,Cacng2,17,FALSE
ENSMUSG00000016637,ENSMUSG00000016637,Ift27,14180,FALSE
ENSMUSG00000005716,ENSMUSG00000005716,Pvalb,702,FALSE
ENSMUSG00000071715,ENSMUSG00000071715,Ncf4,75,FALSE
ENSMUSG00000071714,ENSMUSG00000071714,Csf2rb2,84,FALSE
ENSMUSG00000071713,ENSMUSG00000071713,Csf2rb,429,FALSE
ENSMUSG00000062154,ENSMUSG00000062154,Tex33,53,FALSE
ENSMUSG00000044986,ENSMUSG00000044986,Tst,8068,FALSE
ENSMUSG00000071711,ENSMUSG00000071711,Mpst,16429,FALSE
ENSMUSG00000033287,ENSMUSG00000033287,Kctd17,546,FALSE
ENSMUSG00000016942,ENSMUSG00000016942,Tmprss6,428,FALSE
ENSMUSG00000068227,ENSMUSG00000068227,Il2rb,291,FALSE
ENSMUSG00000022440,ENSMUSG00000022440,C1qtnf6,14457,FALSE
ENSMUSG00000044933,ENSMUSG00000044933,Sstr3,36,FALSE
ENSMUSG00000033220,ENSMUSG00000033220,Rac2,535,FALSE
ENSMUSG00000018008,ENSMUSG00000018008,Cyth4,127,FALSE
ENSMUSG00000043460,ENSMUSG00000043460,Elfn2,144,FALSE
ENSMUSG00000018169,ENSMUSG00000018169,Mfng,1550,FALSE
ENSMUSG00000033170,ENSMUSG00000033170,Card10,2861,FALSE
ENSMUSG00000049521,ENSMUSG00000049521,Cdc42ep1,13060,TRUE
ENSMUSG00000043501,ENSMUSG00000043501,Lgals2,2868,FALSE
ENSMUSG00000097085,ENSMUSG00000097085,Gm26634,44,FALSE
ENSMUSG00000033128,ENSMUSG00000033128,Gga1,18455,FALSE
ENSMUSG00000022436,ENSMUSG00000022436,Sh3bp1,17528,FALSE
ENSMUSG00000084864,ENSMUSG00000084864,1700027A07Rik,27,FALSE
ENSMUSG00000068220,ENSMUSG00000068220,Lgals1,32379,TRUE
ENSMUSG00000033099,ENSMUSG00000033099,Nol12,26414,FALSE
ENSMUSG00000033088,ENSMUSG00000033088,Triobp,19460,FALSE
ENSMUSG00000096210,ENSMUSG00000096210,H1f0,31179,FALSE
ENSMUSG00000006378,ENSMUSG00000006378,Gcat,16736,TRUE
ENSMUSG00000033055,ENSMUSG00000033055,Ankrd54,11090,FALSE
ENSMUSG00000033047,ENSMUSG00000033047,Eif3l,30736,FALSE
ENSMUSG00000033039,ENSMUSG00000033039,Micall1,6137,FALSE
ENSMUSG00000033029,ENSMUSG00000033029,1700088E04Rik,4228,FALSE
ENSMUSG00000033020,ENSMUSG00000033020,Polr2f,34714,FALSE
ENSMUSG00000033006,ENSMUSG00000033006,Sox10,939,FALSE
ENSMUSG00000075555,ENSMUSG00000075555,Gm10863,225,FALSE
ENSMUSG00000068206,ENSMUSG00000068206,Pick1,11240,FALSE
ENSMUSG00000032988,ENSMUSG00000032988,Slc16a8,14,FALSE
ENSMUSG00000018126,ENSMUSG00000018126,Baiap2l2,914,FALSE
ENSMUSG00000042632,ENSMUSG00000042632,Pla2g6,9071,FALSE
ENSMUSG00000042622,ENSMUSG00000042622,Maff,7391,FALSE
ENSMUSG00000009035,ENSMUSG00000009035,Tmem184b,14682,FALSE
ENSMUSG00000022433,ENSMUSG00000022433,Csnk1e,27673,FALSE
ENSMUSG00000085802,ENSMUSG00000085802,Gm16059,30,FALSE
ENSMUSG00000044216,ENSMUSG00000044216,Kcnj4,1237,FALSE
ENSMUSG00000010830,ENSMUSG00000010830,Kdelr3,26791,TRUE
ENSMUSG00000055065,ENSMUSG00000055065,Ddx17,26797,FALSE
ENSMUSG00000022429,ENSMUSG00000022429,Dmc1,1416,FALSE
ENSMUSG00000042564,ENSMUSG00000042564,Fam227a,336,FALSE
ENSMUSG00000022428,ENSMUSG00000022428,Cby1,14913,FALSE
ENSMUSG00000022427,ENSMUSG00000022427,Tomm22,34647,FALSE
ENSMUSG00000022426,ENSMUSG00000022426,Josd1,12154,FALSE
ENSMUSG00000097128,ENSMUSG00000097128,Gm26884,201,FALSE
ENSMUSG00000042535,ENSMUSG00000042535,Gtpbp1,5618,FALSE
ENSMUSG00000042524,ENSMUSG00000042524,Sun2,4631,FALSE
ENSMUSG00000087543,ENSMUSG00000087543,Gm16576,207,FALSE
ENSMUSG00000022420,ENSMUSG00000022420,Dnal4,15012,FALSE
ENSMUSG00000022421,ENSMUSG00000022421,Nptxr,2384,FALSE
ENSMUSG00000089837,ENSMUSG00000089837,Npcd,0,FALSE
ENSMUSG00000089715,ENSMUSG00000089715,Cbx6,12241,FALSE
ENSMUSG00000009585,ENSMUSG00000009585,Apobec3,14695,TRUE
ENSMUSG00000053411,ENSMUSG00000053411,Cbx7,8082,FALSE
ENSMUSG00000000489,ENSMUSG00000000489,Pdgfb,946,FALSE
ENSMUSG00000060036,ENSMUSG00000060036,Rpl3,36145,FALSE
ENSMUSG00000022415,ENSMUSG00000022415,Syngr1,30019,FALSE
ENSMUSG00000022414,ENSMUSG00000022414,Tab1,4332,FALSE
ENSMUSG00000042428,ENSMUSG00000042428,Mgat3,3823,FALSE
ENSMUSG00000022412,ENSMUSG00000022412,Mief1,11145,FALSE
ENSMUSG00000042406,ENSMUSG00000042406,Atf4,34041,FALSE
ENSMUSG00000051518,ENSMUSG00000051518,Rps19bp1,28395,FALSE
ENSMUSG00000022416,ENSMUSG00000022416,Cacna1i,108,FALSE
ENSMUSG00000050439,ENSMUSG00000050439,Enthd1,34,FALSE
ENSMUSG00000042351,ENSMUSG00000042351,Grap2,5,FALSE
ENSMUSG00000022408,ENSMUSG00000022408,Fam83f,374,FALSE
ENSMUSG00000047888,ENSMUSG00000047888,Tnrc6b,14614,FALSE
ENSMUSG00000022407,ENSMUSG00000022407,Adsl,15827,FALSE
ENSMUSG00000042303,ENSMUSG00000042303,Sgsm3,6687,FALSE
ENSMUSG00000103565,ENSMUSG00000103565,Sgsm3,0,FALSE
ENSMUSG00000042292,ENSMUSG00000042292,Mkl1,7690,FALSE
ENSMUSG00000050164,ENSMUSG00000050164,Mchr1,159,FALSE
ENSMUSG00000022404,ENSMUSG00000022404,Slc25a17,22294,FALSE
ENSMUSG00000022403,ENSMUSG00000022403,St13,34118,FALSE
ENSMUSG00000022401,ENSMUSG00000022401,Xpnpep3,4057,FALSE
ENSMUSG00000047108,ENSMUSG00000047108,Dnajb7,10,FALSE
ENSMUSG00000091492,ENSMUSG00000091492,Gm17025,119,FALSE
ENSMUSG00000022400,ENSMUSG00000022400,Rbx1,35538,FALSE
ENSMUSG00000091198,ENSMUSG00000091198,Gm5218,1676,FALSE
ENSMUSG00000055024,ENSMUSG00000055024,Ep300,8833,FALSE
ENSMUSG00000022394,ENSMUSG00000022394,L3mbtl2,8676,FALSE
ENSMUSG00000063765,ENSMUSG00000063765,Chadl,1897,FALSE
ENSMUSG00000022391,ENSMUSG00000022391,Rangap1,18353,FALSE
ENSMUSG00000022390,ENSMUSG00000022390,Zc3h7b,8656,FALSE
ENSMUSG00000097613,ENSMUSG00000097613,Gm17597,42,FALSE
ENSMUSG00000022389,ENSMUSG00000022389,Tef,8158,FALSE
ENSMUSG00000069439,ENSMUSG00000069439,Gm8444,505,FALSE
ENSMUSG00000048546,ENSMUSG00000048546,Tob2,8614,FALSE
ENSMUSG00000061360,ENSMUSG00000061360,Phf5a,31689,FALSE
ENSMUSG00000022477,ENSMUSG00000022477,Aco2,30918,FALSE
ENSMUSG00000022476,ENSMUSG00000022476,Polr3h,16041,FALSE
ENSMUSG00000042109,ENSMUSG00000042109,Csdc2,1069,FALSE
ENSMUSG00000022474,ENSMUSG00000022474,Pmm1,26048,FALSE
ENSMUSG00000061633,ENSMUSG00000061633,1700029P11Rik,2468,FALSE
ENSMUSG00000022471,ENSMUSG00000022471,Xrcc6,7911,FALSE
ENSMUSG00000022472,ENSMUSG00000022472,Desi1,19760,FALSE
ENSMUSG00000063480,ENSMUSG00000063480,Nhp2l1,35135,FALSE
ENSMUSG00000075524,ENSMUSG00000075524,4930407I10Rik,6,FALSE
ENSMUSG00000068117,ENSMUSG00000068117,Mei1,359,FALSE
ENSMUSG00000068114,ENSMUSG00000068114,Ccdc134,3722,FALSE
ENSMUSG00000022463,ENSMUSG00000022463,Srebf2,21180,FALSE
ENSMUSG00000096883,ENSMUSG00000096883,Shisa8,3441,FALSE
ENSMUSG00000068105,ENSMUSG00000068105,Tnfrsf13c,352,FALSE
ENSMUSG00000068101,ENSMUSG00000068101,Cenpm,13171,TRUE
ENSMUSG00000068099,ENSMUSG00000068099,1500009C09Rik,180,FALSE
ENSMUSG00000022456,ENSMUSG00000022456,Sept3,2402,FALSE
ENSMUSG00000022455,ENSMUSG00000022455,Wbp2nl,741,FALSE
ENSMUSG00000022453,ENSMUSG00000022453,Naga,14917,FALSE
ENSMUSG00000049687,ENSMUSG00000049687,Fam109b,1816,FALSE
ENSMUSG00000022452,ENSMUSG00000022452,Smdt1,35666,FALSE
ENSMUSG00000022450,ENSMUSG00000022450,Ndufa6,35903,FALSE
ENSMUSG00000061740,ENSMUSG00000061740,Cyp2d22,3291,FALSE
ENSMUSG00000068085,ENSMUSG00000068085,Cyp2d11,0,FALSE
ENSMUSG00000094806,ENSMUSG00000094806,Cyp2d10,0,FALSE
ENSMUSG00000068086,ENSMUSG00000068086,Cyp2d9,8,FALSE
ENSMUSG00000096852,ENSMUSG00000096852,Cyp2d12,41,FALSE
ENSMUSG00000094559,ENSMUSG00000094559,Cyp2d34,11,FALSE
ENSMUSG00000075517,ENSMUSG00000075517,Cyp2d37-ps,1,FALSE
ENSMUSG00000068083,ENSMUSG00000068083,Cyp2d40,3,FALSE
ENSMUSG00000022445,ENSMUSG00000022445,Cyp2d26,64,FALSE
ENSMUSG00000041852,ENSMUSG00000041852,Tcf20,9957,FALSE
ENSMUSG00000100199,ENSMUSG00000100199,Gm20324,1924,FALSE
ENSMUSG00000100552,ENSMUSG00000100552,Gm29019,210,FALSE
ENSMUSG00000097301,ENSMUSG00000097301,AW121686,10,FALSE
ENSMUSG00000058099,ENSMUSG00000058099,Nfam1,254,FALSE
ENSMUSG00000058586,ENSMUSG00000058586,Serhl,14762,FALSE
ENSMUSG00000090964,ENSMUSG00000090964,Gm17206,4,FALSE
ENSMUSG00000018040,ENSMUSG00000018040,Rrp7a,23244,FALSE
ENSMUSG00000041815,ENSMUSG00000041815,Poldip3,22793,FALSE
ENSMUSG00000018042,ENSMUSG00000018042,Cyb5r3,33064,TRUE
ENSMUSG00000047878,ENSMUSG00000047878,A4galt,14153,FALSE
ENSMUSG00000054277,ENSMUSG00000054277,Arfgap3,13810,FALSE
ENSMUSG00000075511,ENSMUSG00000075511,1700001L05Rik,2401,FALSE
ENSMUSG00000016664,ENSMUSG00000016664,Pacsin2,18896,FALSE
ENSMUSG00000022442,ENSMUSG00000022442,Ttll1,8067,FALSE
ENSMUSG00000016758,ENSMUSG00000016758,Bik,868,FALSE
ENSMUSG00000048755,ENSMUSG00000048755,Mcat,8602,FALSE
ENSMUSG00000041736,ENSMUSG00000041736,Tspo,15621,FALSE
ENSMUSG00000016757,ENSMUSG00000016757,Ttll12,10746,FALSE
ENSMUSG00000016763,ENSMUSG00000016763,Scube1,646,FALSE
ENSMUSG00000041708,ENSMUSG00000041708,Mpped1,16,FALSE
ENSMUSG00000022441,ENSMUSG00000022441,Efcab6,111,FALSE
ENSMUSG00000018865,ENSMUSG00000018865,Sult4a1,11230,TRUE
ENSMUSG00000018868,ENSMUSG00000018868,Pnpla5,9,FALSE
ENSMUSG00000041653,ENSMUSG00000041653,Pnpla3,5928,FALSE
ENSMUSG00000022437,ENSMUSG00000022437,Samm50,27089,FALSE
ENSMUSG00000022438,ENSMUSG00000022438,Parvb,22749,FALSE
ENSMUSG00000022439,ENSMUSG00000022439,Parvg,280,FALSE
ENSMUSG00000062760,ENSMUSG00000062760,1810041L15Rik,2351,FALSE
ENSMUSG00000055745,ENSMUSG00000055745,Ldoc1l,5016,FALSE
ENSMUSG00000036106,ENSMUSG00000036106,Prr5,12636,FALSE
ENSMUSG00000078954,ENSMUSG00000078954,Arhgap8,11001,TRUE
ENSMUSG00000016624,ENSMUSG00000016624,Phf21b,1069,FALSE
ENSMUSG00000100967,ENSMUSG00000100967,Gm29666,1397,FALSE
ENSMUSG00000016619,ENSMUSG00000016619,Nup50,20632,FALSE
ENSMUSG00000036046,ENSMUSG00000036046,5031439G07Rik,15426,FALSE
ENSMUSG00000022435,ENSMUSG00000022435,Upk3a,1079,FALSE
ENSMUSG00000022434,ENSMUSG00000022434,Fam118a,10321,FALSE
ENSMUSG00000022432,ENSMUSG00000022432,Smc1b,6685,TRUE
ENSMUSG00000022431,ENSMUSG00000022431,Ribc2,80,FALSE
ENSMUSG00000006369,ENSMUSG00000006369,Fbln1,29095,TRUE
ENSMUSG00000016541,ENSMUSG00000016541,Atxn10,31974,FALSE
ENSMUSG00000096607,ENSMUSG00000096607,7530416G11Rik,1,FALSE
ENSMUSG00000022382,ENSMUSG00000022382,Wnt7b,2337,FALSE
ENSMUSG00000097209,ENSMUSG00000097209,AU022754,64,FALSE
ENSMUSG00000101828,ENSMUSG00000101828,D130051D11Rik,351,FALSE
ENSMUSG00000022383,ENSMUSG00000022383,Ppara,232,FALSE
ENSMUSG00000064284,ENSMUSG00000064284,Cdpf1,20290,FALSE
ENSMUSG00000052496,ENSMUSG00000052496,Pkdrej,32,FALSE
ENSMUSG00000035944,ENSMUSG00000035944,Ttc38,3343,FALSE
ENSMUSG00000022385,ENSMUSG00000022385,Gtse1,11004,FALSE
ENSMUSG00000022386,ENSMUSG00000022386,Trmu,4014,FALSE
ENSMUSG00000016028,ENSMUSG00000016028,Celsr1,4873,FALSE
ENSMUSG00000035900,ENSMUSG00000035900,Gramd4,6273,FALSE
ENSMUSG00000089680,ENSMUSG00000089680,Gm15722,1,FALSE
ENSMUSG00000035891,ENSMUSG00000035891,Cerk,6122,FALSE
ENSMUSG00000086424,ENSMUSG00000086424,Gm15569,3,FALSE
ENSMUSG00000051864,ENSMUSG00000051864,Tbc1d22a,8250,FALSE
ENSMUSG00000054863,ENSMUSG00000054863,Fam19a5,4071,FALSE
ENSMUSG00000054117,ENSMUSG00000054117,Zdhhc25,1,FALSE
ENSMUSG00000022387,ENSMUSG00000022387,Brd1,13151,FALSE
ENSMUSG00000034333,ENSMUSG00000034333,Zbed4,9507,FALSE
ENSMUSG00000035845,ENSMUSG00000035845,Alg12,4835,FALSE
ENSMUSG00000023272,ENSMUSG00000023272,Creld2,21169,FALSE
ENSMUSG00000035828,ENSMUSG00000035828,Pim3,15252,FALSE
ENSMUSG00000022388,ENSMUSG00000022388,Ttll8,563,FALSE
ENSMUSG00000035805,ENSMUSG00000035805,Mlc1,19,FALSE
ENSMUSG00000015365,ENSMUSG00000015365,Mov10l1,2995,FALSE
ENSMUSG00000058441,ENSMUSG00000058441,Panx2,43,FALSE
ENSMUSG00000015363,ENSMUSG00000015363,Trabd,15012,FALSE
ENSMUSG00000035757,ENSMUSG00000035757,Selo,6127,FALSE
ENSMUSG00000051786,ENSMUSG00000051786,Tubgcp6,4218,FALSE
ENSMUSG00000062906,ENSMUSG00000062906,Hdac10,2750,FALSE
ENSMUSG00000022610,ENSMUSG00000022610,Mapk12,1590,FALSE
ENSMUSG00000053137,ENSMUSG00000053137,Mapk11,1297,FALSE
ENSMUSG00000036606,ENSMUSG00000036606,Plxnb2,23379,FALSE
ENSMUSG00000015377,ENSMUSG00000015377,Dennd6b,4110,FALSE
ENSMUSG00000097578,ENSMUSG00000097578,Gm26798,63,FALSE
ENSMUSG00000036561,ENSMUSG00000036561,Ppp6r2,2108,FALSE
ENSMUSG00000036529,ENSMUSG00000036529,Sbf1,11496,FALSE
ENSMUSG00000054136,ENSMUSG00000054136,Adm2,1541,FALSE
ENSMUSG00000022613,ENSMUSG00000022613,Miox,133,FALSE
ENSMUSG00000022614,ENSMUSG00000022614,Lmf2,10273,FALSE
ENSMUSG00000008690,ENSMUSG00000008690,Ncaph2,26772,FALSE
ENSMUSG00000091780,ENSMUSG00000091780,Sco2,17898,FALSE
ENSMUSG00000022615,ENSMUSG00000022615,Tymp,17,FALSE
ENSMUSG00000047394,ENSMUSG00000047394,Odf3b,490,FALSE
ENSMUSG00000091680,ENSMUSG00000091680,Klhdc7b,0,FALSE
ENSMUSG00000078938,ENSMUSG00000078938,Syce3,1353,FALSE
ENSMUSG00000078937,ENSMUSG00000078937,Cpt1b,53,FALSE
ENSMUSG00000022617,ENSMUSG00000022617,Chkb,18686,FALSE
ENSMUSG00000079242,ENSMUSG00000079242,C730034F03Rik,2959,FALSE
ENSMUSG00000022619,ENSMUSG00000022619,Mapk8ip2,847,FALSE
ENSMUSG00000022620,ENSMUSG00000022620,Arsa,7550,FALSE
ENSMUSG00000084915,ENSMUSG00000084915,C230037L18Rik,829,FALSE
ENSMUSG00000022623,ENSMUSG00000022623,Shank3,138,FALSE
ENSMUSG00000022622,ENSMUSG00000022622,Acr,10,FALSE
ENSMUSG00000022621,ENSMUSG00000022621,Rabl2,7292,FALSE
ENSMUSG00000063260,ENSMUSG00000063260,Syt10,2,FALSE
ENSMUSG00000075470,ENSMUSG00000075470,Alg10b,2557,FALSE
ENSMUSG00000052560,ENSMUSG00000052560,Cpne8,9038,FALSE
ENSMUSG00000022629,ENSMUSG00000022629,Kif21a,11484,FALSE
ENSMUSG00000055782,ENSMUSG00000055782,Abcd2,265,FALSE
ENSMUSG00000078932,ENSMUSG00000078932,CN725425,47,FALSE
ENSMUSG00000036298,ENSMUSG00000036298,Slc2a13,542,FALSE
ENSMUSG00000086160,ENSMUSG00000086160,4933438A12Rik,0,FALSE
ENSMUSG00000036273,ENSMUSG00000036273,Lrrk2,1001,FALSE
ENSMUSG00000047295,ENSMUSG00000047295,Smgc,1,FALSE
ENSMUSG00000055022,ENSMUSG00000055022,Cntn1,1025,FALSE
ENSMUSG00000097068,ENSMUSG00000097068,Gm26760,439,FALSE
ENSMUSG00000036218,ENSMUSG00000036218,Pdzrn4,1684,FALSE
ENSMUSG00000036197,ENSMUSG00000036197,Gxylt1,15159,FALSE
ENSMUSG00000022634,ENSMUSG00000022634,Yaf2,19052,FALSE
ENSMUSG00000022635,ENSMUSG00000022635,Zcrb1,32266,FALSE
ENSMUSG00000036167,ENSMUSG00000036167,Pphln1,14085,FALSE
ENSMUSG00000036158,ENSMUSG00000036158,Prickle1,11249,FALSE
ENSMUSG00000022449,ENSMUSG00000022449,Adamts20,812,FALSE
ENSMUSG00000033356,ENSMUSG00000033356,Pus7l,3198,FALSE
ENSMUSG00000059883,ENSMUSG00000059883,Irak4,5535,FALSE
ENSMUSG00000022451,ENSMUSG00000022451,Twf1,26448,FALSE
ENSMUSG00000063296,ENSMUSG00000063296,Tmem117,1057,FALSE
ENSMUSG00000022454,ENSMUSG00000022454,Nell2,1541,FALSE
ENSMUSG00000045608,ENSMUSG00000045608,Dbx2,2669,FALSE
ENSMUSG00000097643,ENSMUSG00000097643,A130051J06Rik,828,FALSE
ENSMUSG00000064210,ENSMUSG00000064210,Ano6,13213,FALSE
ENSMUSG00000078648,ENSMUSG00000078648,Gm17546,54,FALSE
ENSMUSG00000078925,ENSMUSG00000078925,D030018L15Rik,45,FALSE
ENSMUSG00000097536,ENSMUSG00000097536,2610037D02Rik,5318,FALSE
ENSMUSG00000097619,ENSMUSG00000097619,4833422M21Rik,712,FALSE
ENSMUSG00000033237,ENSMUSG00000033237,Arid2,14919,FALSE
ENSMUSG00000033228,ENSMUSG00000033228,Scaf11,25958,FALSE
ENSMUSG00000023169,ENSMUSG00000023169,Slc38a1,28699,FALSE
ENSMUSG00000022462,ENSMUSG00000022462,Slc38a2,25132,FALSE
ENSMUSG00000095638,ENSMUSG00000095638,Gm8888,4,FALSE
ENSMUSG00000022464,ENSMUSG00000022464,Slc38a4,13849,FALSE
ENSMUSG00000048218,ENSMUSG00000048218,Amigo2,463,FALSE
ENSMUSG00000044250,ENSMUSG00000044250,Pced1b,5514,FALSE
ENSMUSG00000022466,ENSMUSG00000022466,Rpap3,10776,FALSE
ENSMUSG00000022468,ENSMUSG00000022468,Endou,95,FALSE
ENSMUSG00000022469,ENSMUSG00000022469,Rapgef3,1388,FALSE
ENSMUSG00000086601,ENSMUSG00000086601,Rapgef3os1,0,FALSE
ENSMUSG00000087397,ENSMUSG00000087397,Rapgef3os2,65,FALSE
ENSMUSG00000081534,ENSMUSG00000081534,Slc48a1,13881,TRUE
ENSMUSG00000022475,ENSMUSG00000022475,Hdac7,4706,FALSE
ENSMUSG00000022479,ENSMUSG00000022479,Vdr,1189,FALSE
ENSMUSG00000052369,ENSMUSG00000052369,Tmem106c,12294,FALSE
ENSMUSG00000022483,ENSMUSG00000022483,Col2a1,765,FALSE
ENSMUSG00000033075,ENSMUSG00000033075,Senp1,11859,FALSE
ENSMUSG00000033065,ENSMUSG00000033065,Pfkm,9082,FALSE
ENSMUSG00000097150,ENSMUSG00000097150,Gm26513,271,FALSE
ENSMUSG00000048175,ENSMUSG00000048175,Asb8,14692,FALSE
ENSMUSG00000029875,ENSMUSG00000029875,Ccdc184,1795,FALSE
ENSMUSG00000075427,ENSMUSG00000075427,Olfr288,4,FALSE
ENSMUSG00000090129,ENSMUSG00000090129,Olfr287,94,FALSE
ENSMUSG00000048077,ENSMUSG00000048077,H1fnt,2,FALSE
ENSMUSG00000022987,ENSMUSG00000022987,Zfp641,295,FALSE
ENSMUSG00000062037,ENSMUSG00000062037,Olfr285,0,FALSE
ENSMUSG00000051793,ENSMUSG00000051793,Olfr284,0,FALSE
ENSMUSG00000056184,ENSMUSG00000056184,Olfr283,0,FALSE
ENSMUSG00000099353,ENSMUSG00000099353,1700031M16Rik,3,FALSE
ENSMUSG00000063780,ENSMUSG00000063780,Olfr282,0,FALSE
ENSMUSG00000032987,ENSMUSG00000032987,Olfr281,0,FALSE
ENSMUSG00000022991,ENSMUSG00000022991,Lalba,344,FALSE
ENSMUSG00000054036,ENSMUSG00000054036,Olfr279,0,FALSE
ENSMUSG00000022992,ENSMUSG00000022992,Kansl2,22454,FALSE
ENSMUSG00000011960,ENSMUSG00000011960,Ccnt1,21489,FALSE
ENSMUSG00000091050,ENSMUSG00000091050,9330020H09Rik,3682,FALSE
ENSMUSG00000022993,ENSMUSG00000022993,4930415O20Rik,325,FALSE
ENSMUSG00000100220,ENSMUSG00000100220,Gm29331,11,FALSE
ENSMUSG00000022994,ENSMUSG00000022994,Adcy6,7924,FALSE
ENSMUSG00000003352,ENSMUSG00000003352,Cacnb3,13813,FALSE
ENSMUSG00000003360,ENSMUSG00000003360,Ddx23,5618,FALSE
ENSMUSG00000054855,ENSMUSG00000054855,Rnd1,1461,FALSE
ENSMUSG00000003354,ENSMUSG00000003354,Ccdc65,319,FALSE
ENSMUSG00000003355,ENSMUSG00000003355,Fkbp11,17151,FALSE
ENSMUSG00000051853,ENSMUSG00000051853,Arf3,25260,FALSE
ENSMUSG00000022996,ENSMUSG00000022996,Wnt10b,144,FALSE
ENSMUSG00000022997,ENSMUSG00000022997,Wnt1,14,FALSE
ENSMUSG00000059213,ENSMUSG00000059213,Ddn,45,FALSE
ENSMUSG00000097414,ENSMUSG00000097414,B130046B21Rik,111,FALSE
ENSMUSG00000067713,ENSMUSG00000067713,Prkag1,20547,FALSE
ENSMUSG00000048154,ENSMUSG00000048154,Kmt2d,10887,FALSE
ENSMUSG00000023755,ENSMUSG00000023755,Rhebl1,4810,FALSE
ENSMUSG00000023000,ENSMUSG00000023000,Dhh,1665,FALSE
ENSMUSG00000022999,ENSMUSG00000022999,Lmbr1l,10686,FALSE
ENSMUSG00000023004,ENSMUSG00000023004,Tuba1b,34205,FALSE
ENSMUSG00000072235,ENSMUSG00000072235,Tuba1a,24579,TRUE
ENSMUSG00000097587,ENSMUSG00000097587,4930578M01Rik,139,FALSE
ENSMUSG00000064081,ENSMUSG00000064081,Gm8973,418,FALSE
ENSMUSG00000043091,ENSMUSG00000043091,Tuba1c,23817,FALSE
ENSMUSG00000023484,ENSMUSG00000023484,Prph,1074,FALSE
ENSMUSG00000032783,ENSMUSG00000032783,Troap,2757,FALSE
ENSMUSG00000001076,ENSMUSG00000001076,C1ql4,129,FALSE
ENSMUSG00000038009,ENSMUSG00000038009,Dnajc22,4206,FALSE
ENSMUSG00000051934,ENSMUSG00000051934,Spats2,21402,FALSE
ENSMUSG00000037579,ENSMUSG00000037579,Kcnh3,1221,FALSE
ENSMUSG00000037570,ENSMUSG00000037570,Mcrs1,27295,FALSE
ENSMUSG00000078907,ENSMUSG00000078907,Fam186b,26,FALSE
ENSMUSG00000023007,ENSMUSG00000023007,Prpf40b,5770,FALSE
ENSMUSG00000023008,ENSMUSG00000023008,Fmnl3,4773,FALSE
